Bridge_ID,State_Code,Year_Built,Daily_Traffic_Count,Material_Type,Design_Code,Deck_Condition,Superstructure_Condition,Substructure_Condition,Decade_Built,Average_Condition_Score,Maintenance_Urgency,Infrastructure_Generation
000000008750290,13,1992,40,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012107430,13,1992,113780,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000011950790,13,1992,30,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000024550290,13,1992,7320,Prestressed Concrete,Box Beam or Girders - Multiple,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000029100380,13,1992,11530,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012107570,13,1992,5220,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000027350260,13,1992,140,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012107510,13,1992,2400,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000011501170,13,1992,19990,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000011350470,13,1992,2202,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000000950340,13,1992,12900,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000016950430,13,1992,490,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000023700230,13,1992,2980,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000016950280,13,1992,140,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012107500,13,1992,10450,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000014150330,13,1992,40,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000001550310,13,1992,600,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000021150200,13,1992,140,Steel,Stringer/Multi-beam or Girder,7.0,7.0,8.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000019550260,13,1992,490,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000032100500,13,1992,3890,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012107470,13,1992,113780,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000022300400,13,1992,4580,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000016950420,13,1992,490,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012107460,13,1992,113780,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000012107450,13,1992,113780,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000008750210,13,1992,490,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000014950210,13,1992,600,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,8.0,1990,7.67,Stable / Acceptable Health,4. 1990s Era
000000008903080,13,1992,39000,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000013100680,13,1992,1500,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000011300320,13,1992,22130,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000012107480,13,1992,113780,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000014300350,13,1993,5540,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000010550260,13,1993,110,Steel,Stringer/Multi-beam or Girder,0.0,0.0,0.0,1990,0.0,Critical Action Required,4. 1990s Era
000000001350450,13,1993,300,Steel,Stringer/Multi-beam or Girder,7.0,6.0,7.0,1990,6.67,Stable / Acceptable Health,4. 1990s Era
000000031350720,13,1993,9420,Steel,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000031350730,13,1993,9420,Steel,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000051,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012107530,13,1993,3030,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000049,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,6.0,6.0,7.0,1990,6.33,Stable / Acceptable Health,4. 1990s Era
000000022100160,13,1993,60,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000018300300,13,1993,12390,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000011,13,1993,1000,Wood or Timber,Stringer/Multi-beam or Girder,6.0,7.0,7.0,1990,6.67,Stable / Acceptable Health,4. 1990s Era
000000019550550,13,1993,490,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000003101080,13,1993,2370,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000025100580,13,1993,860,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000006750240,13,1993,7420,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000006750330,13,1993,5610,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000015,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,6.0,6.0,1990,6.33,Stable / Acceptable Health,4. 1990s Era
000000027900580,13,1993,1860,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000020950190,13,1993,430,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000018500940,13,1993,3120,Prestressed Concrete,Stringer/Multi-beam or Girder,8.0,8.0,7.0,1990,7.67,Stable / Acceptable Health,4. 1990s Era
000000012700760,13,1993,15010,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000003150470,13,1993,360,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000028550220,13,1993,50,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000020150300,13,1993,104,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000031750400,13,1993,30,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000001700320,13,1993,6240,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000029300340,13,1993,4110,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000005150340,13,1993,3140,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000016300450,13,1993,1590,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000031150240,13,1993,490,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000005150330,13,1993,2460,Concrete,Tee Beam,7.0,7.0,8.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000015500490,13,1993,2950,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000014350500,13,1993,490,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000019550090,13,1993,30,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000003300560,13,1993,1210,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000006751600,13,1993,20680,Prestressed Concrete,Box Beam or Girders - Multiple,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000025900350,13,1993,1910,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000023750400,13,1993,104,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000009100390,13,1993,2650,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000018300290,13,1993,12390,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000022150260,13,1993,20,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000009950120,13,1993,10,Concrete,Slab,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000048,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,6.0,7.0,1990,6.67,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000001,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000006751110,13,1993,1930,Prestressed Concrete,Box Beam or Girders - Multiple,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000009100400,13,1993,2650,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000017,13,1993,1000,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000015500500,13,1993,2950,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000006751440,13,1993,430,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000011500890,13,1993,1570,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012350300,13,1993,50,Steel,Stringer/Multi-beam or Girder,8.0,6.0,8.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000003150480,13,1993,20,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000006300880,13,1993,9560,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000009100410,13,1993,3750,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000024750190,13,1993,270,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000011750050,13,1993,280,Wood or Timber,Stringer/Multi-beam or Girder,8.0,8.0,8.0,1990,8.0,Stable / Acceptable Health,4. 1990s Era
000000013551370,13,1993,2470,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000007100920,13,1993,3170,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000023350610,13,1993,490,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000004300560,13,1993,2830,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000031300670,13,1993,6850,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000014750240,13,1993,170,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000023900100,13,1993,1830,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012107520,13,1993,9060,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000013,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,6.0,7.0,1990,6.67,Stable / Acceptable Health,4. 1990s Era
000000013550520,13,1993,1530,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000023750390,13,1993,600,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000016500420,13,1993,1010,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000016550250,13,1993,50,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000018100210,13,1993,610,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000030300450,13,1993,770,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000013950530,13,1993,490,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000018100200,13,1993,770,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,6.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000031150310,13,1993,50,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000007100910,13,1993,3640,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000015500510,13,1993,2950,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000003150450,13,1993,2370,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000053,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000009,13,1993,1000,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000013551390,13,1993,4330,Wood or Timber,Stringer/Multi-beam or Girder,8.0,8.0,8.0,1990,8.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000010,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,6.0,1990,6.67,Stable / Acceptable Health,4. 1990s Era
000000013750210,13,1993,1140,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000002101620,13,1993,2170,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000012107490,13,1993,24120,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000014550490,13,1993,490,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000021950140,13,1993,490,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000003101090,13,1993,2370,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000016500430,13,1993,1150,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000006350200,13,1993,5870,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000030500300,13,1993,470,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000029900840,13,1993,4650,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000025900340,13,1993,1350,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000027550350,13,1993,80,Prestressed Concrete,Channel Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000017501080,13,1993,1090,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012107540,13,1993,18840,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000013750540,13,1993,200,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012107350,13,1993,79350,Steel Continuous,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000023750130,13,1993,870,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000012,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000024100340,13,1993,4670,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000003101100,13,1993,2370,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000008750230,13,1993,20,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012102800,13,1993,610,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000002300200,13,1993,150,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000000950320,13,1993,1096,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000006751240,13,1993,10190,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000020500770,13,1993,1200,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000016350270,13,1993,60,Steel,Stringer/Multi-beam or Girder,5.0,6.0,6.0,1990,5.67,Routine Monitoring,4. 1990s Era
000000006701550,13,1993,18170,Steel,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000023900110,13,1993,2590,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000030950210,13,1993,280,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000016300460,13,1993,990,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000001300320,13,1993,25320,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000046,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,6.0,7.0,1990,6.67,Stable / Acceptable Health,4. 1990s Era
000000009700490,13,1993,10150,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000012150590,13,1993,1900,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000038,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,6.0,1990,6.67,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000036,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000027550860,13,1993,10,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000022300240,13,1993,8360,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000026700530,13,1993,3350,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000019550540,13,1993,490,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000008750100,13,1993,20,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000010350120,13,1993,600,Concrete,Slab,7.0,7.0,6.0,1990,6.67,Stable / Acceptable Health,4. 1990s Era
000000001300310,13,1993,25320,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000027500770,13,1993,8400,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000017350010,13,1993,490,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000016300480,13,1993,610,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000031,13,1993,1000,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000006350230,13,1993,810,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000013950140,13,1993,30,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000024501290,13,1993,12840,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000007950130,13,1993,600,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012500140,13,1993,2470,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000035,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000016500410,13,1993,670,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000034,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000009750340,13,1993,50,Steel,Stringer/Multi-beam or Girder,7.0,6.0,7.0,1990,6.67,Stable / Acceptable Health,4. 1990s Era
000000015100510,13,1993,6680,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000021900220,13,1993,22620,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000023350420,13,1993,490,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000010550770,13,1993,810,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000023150120,13,1993,490,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000058,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012950370,13,1993,490,Prestressed Concrete,Slab,5.0,5.0,6.0,1990,5.33,Routine Monitoring,4. 1990s Era
000000001300350,13,1993,21070,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000025100600,13,1993,760,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000008901430,13,1993,25320,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000027150010,13,1993,190,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000044,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000008950640,13,1993,2202,Steel,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000001300340,13,1993,21070,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000027300300,13,1993,300,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000020100220,13,1993,2110,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000000950330,13,1993,1096,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000043,13,1993,300,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000017300270,13,1993,1110,Concrete,Tee Beam,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000042,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,6.0,1990,6.67,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000041,13,1993,300,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,6.0,1990,6.67,Stable / Acceptable Health,4. 1990s Era
000000022300410,13,1993,3440,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,8.0,7.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
000000029750300,13,1993,830,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000003300550,13,1993,1210,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000012950430,13,1993,490,Concrete,Culvert,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
DAPFORSTE000045,13,1993,500,Wood or Timber,Stringer/Multi-beam or Girder,7.0,7.0,7.0,1990,7.0,Stable / Acceptable Health,4. 1990s Era
000000013501320,13,1993,8200,Prestressed Concrete,Stringer/Multi-beam or Girder,7.0,7.0,8.0,1990,7.33,Stable / Acceptable Health,4. 1990s Era
